userId,age,gender,genderLooking,country,continent,lang_count,lang_fr,lang_de,lastOnlineDate,lastOnlineRecency,counts_details,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests,isMobile,isVip,verified,shareProfileEnabled,freetext,whazzup,freetext_len,whazzup_len,cluster_4,cluster_5
5061efafca61bef159000003,21,F,M,Switzerland,Europe,1,False,True,2015-04-08 15:14:36+00:00,24,0.96,7,3471.0,38,1,1,0,0,1,null,SC Rapperswil Jona ⚪🔵,0,22,2,2
5081f53b0c84d34f350003ac,24,F,M,Switzerland,Europe,1,False,True,2015-04-26 11:45:05+00:00,6,0.96,7,1820.0,25,2,1,0,0,1,null,"take me or leave me, but when you leave then go forever..!",0,58,2,2
5095ab72a9d0b35655000043,21,F,M,Switzerland,Europe,1,False,True,2015-04-26 10:22:03+00:00,6,0.92,10,17655.0,468,3,1,0,1,1,null,are you the one ?,0,17,0,3
509e925c1b0ba0713600001f,21,F,M,Germany,Europe,2,False,True,2015-04-07 21:42:20+00:00,25,0.81,11,3041.3933585313175,1469,1,1,0,1,1,null,Italia ❤️,0,9,3,4
509fd03890c8fd376b000007,19,F,M,Switzerland,Europe,4,True,True,2015-04-08 15:00:57+00:00,24,0.77,8,12754.0,368,3,1,0,0,1,null,La vida tiene su propia manera.,0,31,0,3
50a2cd101b0ba03874000031,19,F,M,Switzerland,Europe,4,True,True,2015-04-26 01:17:35+00:00,7,0.12,3,7694.0,143,3,1,0,0,1,null,null,0,0,2,0
50a88f797acab1596d00006c,22,F,M,Switzerland,Europe,1,False,True,2015-04-08 10:30:12+00:00,24,0.19,5,9700.0,124,1,1,0,0,1,null,🐾🐣🐾,0,3,2,0
50a8deee0c84d37d2c000005,20,F,M,Switzerland,Europe,1,False,True,2015-04-26 10:04:56+00:00,6,0.88,3,10531.0,360,1,0,0,1,1,null,Hey☺️,0,5,0,3
50abd2c0c56da13775000018,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 11:33:56+00:00,6,0.85,8,16458.0,486,2,1,0,0,1,null,Heei ;),0,7,0,3
50aff34a1a0ba07b1d00004e,20,F,M,Switzerland,Europe,1,True,False,2015-04-26 09:28:25+00:00,7,0.85,5,264.0,6,1,1,1,1,1,null,"Si on doutait sans cesse de l'avenir, on oserait jamais être heureux. ✞ Fb: Lre Vllz 👌",0,86,2,2
50b283771b0ba0162c00008c,22,F,M,Germany,Europe,1,False,True,2015-04-24 20:24:47+00:00,8,1.0,5,7045.0,316,2,1,0,1,1,null,"Ich suche etwas ernstes, nichts für eine Nacht!",0,47,0,3
50b48af7c76da15a65000048,25,F,M,Germany,Europe,1,False,True,2015-04-06 15:59:11+00:00,26,0.77,4,3041.3933585313175,1717,3,1,0,0,1,null,keine ONS! Freundschaft + gesucht! was anderes gibt's hier eh net! ;),0,69,3,4
50bca8837acab16d13000049,20,F,M,Switzerland,Europe,1,False,False,2015-05-03 09:23:44+00:00,0,0.96,4,6730.0,297,1,1,0,0,1,null,Snap: titine18011995 instagramme--> valentine.lehmann,0,53,0,3
50bfe4fd0c84d3eb690001df,20,F,M,Germany,Europe,2,False,True,2015-04-03 19:07:41+00:00,29,0.77,11,11120.0,216,2,1,0,0,1,null,baduum tssss,0,12,0,0
50c0be44140ba07b3a000029,24,F,M,Switzerland,Europe,1,False,True,2015-04-26 10:32:36+00:00,6,0.58,4,18395.0,328,1,0,0,0,1,null,Juhu Lovoo,0,10,0,3
50c442ab7acab12b2500025c,24,F,M,Switzerland,Europe,1,False,True,2015-04-26 11:04:45+00:00,6,0.9,6,6756.0,81,2,1,0,1,1,null,❤❤,0,2,2,2
50c65f97c76da1170400000a,21,F,M,Switzerland,Europe,1,False,True,2015-04-26 11:47:04+00:00,6,0.88,4,10976.0,158,1,1,0,0,1,null,^^.,0,3,2,0
50c7bf0f1b0ba09307000014,22,F,M,Switzerland,Europe,1,False,True,2015-04-08 15:28:46+00:00,24,0.81,5,1309.0,89,2,1,0,1,1,null,U͙N͙T͙O͙U͙C͙H͙A͙B͙L͙E͙  Wale - The Bloom❤️🎧,0,43,2,2
50c8b1ccc56da12b4e000008,26,F,M,Germany,Europe,1,False,True,2015-04-06 15:56:28+00:00,26,0.35,1,1448.0,37,1,1,0,0,1,null,null,0,0,2,2
50cfc14b150ba0f5620001f7,20,F,M,Germany,Europe,2,False,True,2015-04-25 22:03:56+00:00,7,0.96,8,7979.0,138,3,1,0,1,1,null,mich gibts nur im Doppelpack ;-),0,32,2,0
50d89ab12d15de7c73000019,22,F,M,Switzerland,Europe,0,False,False,2015-04-26 10:58:12+00:00,6,0.81,3,3041.3933585313175,1196,2,1,0,1,1,null,..,0,2,3,4
50dd6cd8150ba0415a000027,22,F,M,Switzerland,Europe,4,True,True,2015-04-06 15:10:37+00:00,26,0.62,11,6495.0,292,1,1,0,0,1,null,Das Gesicht eines Menschen siehst du im Licht - seinen Charakter im Dunklen,0,75,0,3
50e5e7cf7acab1317a000007,19,F,M,Switzerland,Europe,1,False,True,2015-04-06 14:29:14+00:00,26,0.42,5,6012.0,132,1,1,0,0,1,null,instagram : Liveeel 😁🙈,0,22,2,0
50e692676f37f3827d000034,20,F,M,Switzerland,Europe,0,False,False,2015-04-26 11:50:23+00:00,6,0.35,1,27174.0,1306,1,0,0,1,1,♛☆,♛☆,2,2,3,4
50e9be370c84d3783600005f,25,F,M,Switzerland,Europe,1,False,True,2015-04-24 16:00:56+00:00,8,0.81,11,4709.0,203,3,1,0,0,1,null,not perfect thats me,0,20,0,0
50f3220f38a89c0a5b00004e,23,F,M,Switzerland,Europe,1,False,True,2015-04-26 11:20:43+00:00,6,0.88,7,18216.0,301,3,1,0,0,1,null,"Jungs, werdet erwachsen..  Das leben ist kein spielplatz..!",0,59,0,3
50f445bb38a89cfb2300002a,19,F,M,Germany,Europe,1,False,True,2015-04-26 00:27:47+00:00,7,0.69,7,9078.0,335,1,1,1,1,1,null,Benimm dich wie eine Lady aber denk wie Boss.,0,45,0,3
50f462f090c8fd3679000166,20,F,M,Germany,Europe,1,False,True,2015-04-06 14:26:46+00:00,26,0.38,3,864.0,39,3,1,0,0,1,null,null,0,0,2,2
50f6eb85170ba0cd43000041,21,F,none,Switzerland,Europe,1,False,True,2015-04-25 22:40:58+00:00,7,0.96,3,18187.0,772,1,1,0,1,1,null,Lächle und die Welt gehört dir.,0,31,1,1
50f7100f190ba04d5e00017e,21,F,M,Germany,Europe,1,False,True,2015-04-06 13:43:36+00:00,26,0.77,10,21469.0,623,1,1,0,0,1,null,instagram    vanessa.kristin.7,0,30,1,1
50f8fa1a170ba0b3320000e6,24,F,M,Switzerland,Europe,4,True,True,2015-04-08 11:55:31+00:00,24,0.85,6,17115.0,610,2,0,0,1,1,null,*🌹*,0,3,1,3
50faaba538a89c18710000b0,23,F,M,Germany,Europe,1,False,True,2015-04-06 15:55:21+00:00,26,0.54,1,52.0,0,2,1,0,0,1,null,null,0,0,2,2
50fc18d51c6988476800011b,20,F,M,Switzerland,Europe,2,False,True,2015-04-26 10:04:18+00:00,6,0.42,4,3041.3933585313175,1978,3,1,0,0,0,null,♤♡♢♧,0,4,3,4
50fdb9d1170ba0524c000035,22,F,both,Germany,Europe,1,False,True,2015-04-26 18:52:03+00:00,6,1.0,11,5550.0,450,1,1,0,0,1,null,sun is up,0,9,0,3
5102daf51e69880d1500010b,19,F,M,Switzerland,Europe,1,False,True,2015-04-05 21:32:21+00:00,27,0.5,8,1255.0,52,2,1,0,0,1,null,🙈🙉🙊,0,3,2,2
510407c790c8fd9a22000050,23,F,M,Germany,Europe,1,False,True,2015-04-06 14:54:27+00:00,26,1.0,4,7493.0,362,1,1,0,0,1,null,♥ Formidable ♥ ,0,15,0,3
51059c68190ba0f01c00001e,23,F,none,Switzerland,Europe,2,False,True,2015-04-08 14:32:44+00:00,24,0.96,4,5177.0,467,3,1,0,1,1,null,🙈🍀,0,2,0,3
5106db1a140ba0307e00016d,26,F,M,Germany,Europe,5,False,True,2015-04-06 16:15:58+00:00,26,0.73,11,25845.0,1898,3,1,0,0,0,null,""" Made in  <3  P O L S K A  <3 """,0,32,3,4
5109b4e4170ba0b722000222,25,F,M,Germany,Europe,2,False,True,2015-04-06 15:57:03+00:00,26,0.96,7,8143.0,317,1,1,0,1,1,null,😊😊,0,2,0,3
510a4f750c84d3a54800007d,24,F,both,Germany,Europe,1,False,True,2015-04-27 19:39:30+00:00,5,1.0,10,10861.0,593,1,1,0,0,1,null,:),0,2,1,3
510d10610c84d39818000190,19,F,M,Germany,Europe,1,False,True,2015-04-06 14:28:46+00:00,26,1.0,5,17289.0,734,1,1,0,0,1,null,Instagram: SARAHX_K,0,19,1,1
510ef67b160ba0dd660000e6,21,F,M,Germany,Europe,1,False,True,2015-04-06 14:51:55+00:00,26,0.96,10,8334.0,290,0,1,0,1,1,null,Kein Bild = keine Antwort!,0,26,0,3
51115846150ba0c3310000d2,24,F,M,Germany,Europe,1,False,True,2015-04-07 11:45:28+00:00,25,0.85,4,1076.0,20,3,1,0,0,1,null,"Denke nicht so oft an das, was dir fehlt, sondern an das was du hast. 😊",0,71,2,2
5111891a1c698865440000fc,22,F,both,Austria,Europe,1,False,True,2015-04-27 19:28:28+00:00,5,0.73,8,19690.0,551,2,1,0,1,1,null,trausch die nie ☝,0,17,1,3
511592de90c8fd152a0000f0,22,F,M,Germany,Europe,1,False,True,2015-04-06 15:03:30+00:00,26,0.92,6,3041.3933585313175,1854,3,1,0,0,1,null,"Wortgewandtheit ist keine Arroganz, sondern lediglich die Vielfalt des Charakters ☆",0,83,3,4
511a6290190ba01634000087,19,F,M,Switzerland,Europe,2,True,True,2015-04-26 18:51:54+00:00,6,1.0,7,5101.0,158,1,1,0,0,1,null,🔴 Suisse/Tunisie ⚪,0,18,0,0
511a9d480c84d3851c000132,20,F,M,Switzerland,Europe,2,False,True,2015-04-06 14:55:12+00:00,26,0.81,7,3041.3933585313175,1117,3,1,0,1,1,null,Instagram: Suunnyy_20,0,21,3,1
511ae00f0c84d3be3200016f,22,F,M,Czech Republic,Europe,2,False,True,2015-04-06 14:23:23+00:00,26,0.46,3,9896.0,413,1,1,0,0,1,null,CZ,0,2,0,3
511b8ed138a89c2320000019,20,F,M,Switzerland,Europe,1,False,True,2015-04-25 14:58:10+00:00,7,0.35,4,9850.0,241,1,1,0,1,1,null,Insta: schndy_,0,14,0,0
511be737160ba0754000013f,21,F,M,Switzerland,Europe,1,False,True,2015-04-06 14:56:57+00:00,26,0.81,5,11895.0,730,2,0,0,0,1,null,postcards from hell✉️,0,21,1,1
511c3eaac76da1e526000004,19,F,M,Jamaica,Americas,3,False,True,2015-04-26 06:25:36+00:00,7,0.23,4,21224.0,316,1,1,0,1,1,null,"trust no player,fear no b*itch😄welcome.  take a look and goodbye 👋 no shit given",0,80,0,3
511cceb51d6988784100018d,19,F,M,Switzerland,Europe,1,False,True,2015-04-06 17:04:43+00:00,26,0.5,9,4335.0,355,1,1,0,0,1,null,null,0,0,0,3
511d43190c84d3de7200016e,22,F,M,Germany,Europe,0,False,False,2015-04-06 14:53:57+00:00,26,0.85,7,26483.0,746,2,1,0,0,1,null,⛄️❄️💕,0,5,1,1
511e3f5a160ba05c2e000145,19,F,both,Switzerland,Europe,1,False,True,2015-04-01 18:07:07+00:00,31,0.96,3,780.0,22,2,1,0,0,1,null,Einfach anschreiben :3 :3 bin eine zockerin seit ich 5 jahre alt bin :3,0,71,2,2
511f820f140ba0a91400019a,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 17:27:46+00:00,6,0.65,4,12754.0,644,1,1,0,0,1,null,:),0,2,1,1
512144e00c84d3d524000109,26,F,M,Germany,Europe,1,False,True,2015-04-06 16:05:07+00:00,26,0.85,4,3441.0,88,1,1,0,0,1,null,:-D,0,3,2,2
5122a0a3170ba0d75900015e,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 07:39:14+00:00,7,0.42,10,18731.0,644,1,1,0,1,0,null,[~○{❤?}○~],0,10,1,1
512a2a4090c8fd9476000171,24,F,M,Seychelles,Africa,1,False,True,2015-04-23 07:24:45+00:00,10,1.0,11,14526.0,1116,1,1,0,1,1,null,Looking for a nice Person 🎈,0,27,3,1
512c015c170ba06b630001b0,22,F,none,Germany,Europe,1,False,True,2015-04-06 14:59:15+00:00,26,0.69,6,14082.0,667,2,1,0,1,1,null,"#PeterPanSyndrom, bewahre das Kind in dir!",0,42,1,1
513248b3160ba0eb6b000133,20,F,M,Germany,Europe,1,False,True,2015-04-28 10:09:40+00:00,4,0.77,6,7662.0,189,1,1,0,0,1,null,Insta: Linda_Gbl187,0,19,0,0
5134e776160ba0c670000009,19,F,M,Switzerland,Europe,1,False,True,2015-04-25 23:05:59+00:00,7,0.73,6,7571.0,396,1,1,0,0,1,null,..;),0,4,0,3
513a258e140ba02e5d000013,23,F,M,Germany,Europe,1,False,True,2015-04-06 16:01:40+00:00,26,0.81,4,3959.0,188,1,1,0,1,1,null,:),0,2,0,0
513c612c150ba06326000073,23,F,none,Germany,Europe,1,False,True,2015-04-23 16:43:48+00:00,9,0.88,1,1797.0,40,1,1,0,1,1,null,null,0,0,2,2
513f1005150ba0bf31000da2,20,F,M,Switzerland,Europe,1,False,True,2015-04-08 15:12:04+00:00,24,1.0,6,3041.3933585313175,1861,1,1,0,0,1,null,Instagram: oliviasiri13,0,23,3,4
513f7e33150ba08d5f000390,23,F,M,Germany,Europe,1,False,True,2015-04-06 16:13:49+00:00,26,0.15,2,12671.0,338,2,0,0,0,1,null,:),0,2,0,3
514182931a0ba0f928000a9c,20,F,M,Switzerland,Europe,1,False,True,2015-04-08 09:51:56+00:00,25,0.81,11,7465.0,247,2,1,0,0,1,null,null,0,0,0,0
514dfc81190ba09d5600057d,19,F,none,Germany,Europe,1,False,True,2015-04-20 19:10:05+00:00,12,0.58,5,1167.0,29,3,1,0,0,1,null,c'mon girls,0,11,2,2
515f4baf140ba0155a00004b,22,F,M,Germany,Europe,3,False,True,2015-04-06 14:23:27+00:00,26,0.46,4,17971.0,657,1,1,0,0,1,null,;),0,2,1,1
5164227c150ba0eb480001fa,20,F,M,Switzerland,Europe,1,False,True,2015-04-25 18:12:31+00:00,7,0.58,5,19653.0,759,1,1,0,0,0,null,;),0,2,1,1
5165b7561c0ba00268000013,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 07:12:42+00:00,7,0.85,11,13194.0,225,2,1,0,1,1,"★Diieser Junge aus dem Süden, mit dem Temperament wie Feuuer ★","☆Diieser Junqe aus dem Süden,mit dem Temperament wiie Feueer!!☆",62,63,0,0
516ae6d91c0ba091150002af,22,F,M,Switzerland,Europe,1,False,True,2015-04-08 09:02:04+00:00,25,0.81,3,1359.0,42,1,1,0,1,1,null,null,0,0,2,2
516bb8811a0ba0c51b000161,24,F,M,Switzerland,Europe,1,False,True,2015-04-07 13:08:00+00:00,25,0.88,9,7014.0,216,2,1,0,1,1,null,ich lebe mein Leben wie es mir gefällt und nicht wie es andere wollen. ..,0,73,0,0
516dbf2f1b0ba0d9230006c3,19,F,M,Germany,Europe,1,False,True,2015-04-26 11:22:48+00:00,6,0.8,5,12344.0,234,1,1,0,0,1,null,♡ :),0,4,0,0
5172dfd0170ba0887f0004f5,21,F,M,Switzerland,Europe,4,True,True,2015-04-05 08:32:49+00:00,28,0.73,5,3808.0,120,1,1,0,0,0,null,null,0,0,2,0
5173de26170ba008410005ba,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 00:25:45+00:00,7,0.23,6,1934.0,57,1,1,0,0,1,null,"If you can't find something to live for,you best find something to die for !! ❤",0,79,2,2
517ad1c61c0ba0316a000078,19,F,M,Switzerland,Europe,3,True,True,2015-04-25 21:42:23+00:00,7,0.88,9,3217.0,180,3,0,0,1,1,null,🙈😉,0,2,0,0
517ccdc3160ba07660000056,24,F,M,Switzerland,Europe,3,False,True,2015-04-26 10:19:55+00:00,6,0.54,4,14267.0,670,1,1,0,0,1,null,🙈🙉🙊,0,3,1,1
517d355d140ba0625600030c,22,F,M,Germany,Europe,1,False,True,2015-04-06 14:53:44+00:00,26,0.31,5,22443.0,475,1,1,0,0,1,null,Sei immer du selbst! ausser du kannst Batman sein! Dann sei Batman 😎,0,68,0,3
518019d9170ba0f33c000067,19,F,M,Switzerland,Europe,1,False,True,2015-04-06 15:37:37+00:00,26,1.0,9,11909.0,242,1,1,0,0,1,null,hey einfach schreiben :-),0,25,0,0
5180d1c5160ba07d3c0001b4,19,F,M,Switzerland,Europe,1,False,True,2015-04-08 11:49:59+00:00,24,0.85,11,6819.0,164,3,1,0,1,1,null,Insta: tanjafreitag          Facebook: Tanja Freitag,0,52,0,0
518809f21c0ba0d070000218,19,F,M,Switzerland,Europe,1,False,True,2015-04-26 09:17:31+00:00,7,0.58,9,5270.0,64,2,1,0,1,1,null,Verstell dich nit für ander :),0,30,2,2
518b88801a0ba0ec32000230,25,F,M,Switzerland,Europe,1,False,True,2015-04-06 16:04:45+00:00,26,0.5,3,44.0,3,1,1,0,0,0,null,"Alles kann, nichts muss ;)",0,26,2,2
518b9f17c66da1330c000018,24,F,M,Germany,Europe,2,False,False,2015-04-05 21:05:24+00:00,27,0.73,6,24877.0,1414,3,1,0,0,1,null,Instagram: Babuccc,0,18,3,4
518c2086170ba0b803000098,22,F,F,Germany,Europe,1,False,True,2015-04-27 19:16:45+00:00,5,0.92,4,690.0,6,1,1,1,0,1,null,Glücklich Vergeben ! :) an den tollsten mann der Welt 😻💕 Suche nur weibliche User :) 👍☺,0,87,2,2
5193c6a61b0ba0f26a000289,21,F,M,Switzerland,Europe,1,False,True,2015-04-07 08:03:12+00:00,26,0.38,3,1058.0,62,1,1,0,0,1,null,null,0,0,2,2
519e474b150ba0e67c000069,24,F,M,Germany,Europe,2,False,True,2015-04-06 14:57:05+00:00,26,0.31,3,21710.0,801,2,0,0,0,0,null,☺️ priwet,0,9,1,1
519e6221170ba0346f000395,22,F,M,Switzerland,Europe,1,False,True,2015-04-26 14:38:10+00:00,6,0.65,5,19421.0,323,2,0,0,0,1,null,GIBTS MR RIGHT ?   ...✌️,0,24,0,3
51a6406a160ba08829000084,19,F,M,Switzerland,Europe,1,False,True,2015-04-06 09:08:44+00:00,27,0.85,8,2237.0,28,3,1,0,1,1,null,Schrib doch:),0,13,2,2
51a75363c66da18f1f0000a5,19,F,M,Germany,Europe,1,False,True,2015-04-06 14:25:06+00:00,26,0.27,1,5783.0,178,0,1,0,0,1,null,:) ♥,0,4,0,0
51a7914b1c0ba08d700000ca,20,F,M,Germany,Europe,1,False,True,2015-04-06 14:31:52+00:00,26,0.77,2,9312.0,405,1,1,0,0,0,null,ich schenk dir einen Haifischzahn für ein kleines Lächeln 🎵♡,0,60,0,3
51aa703c160ba02947000027,25,F,M,Germany,Europe,1,False,True,2015-04-06 15:55:29+00:00,26,0.73,3,5481.0,164,1,1,0,0,1,null,Ich bin neu @ LOVOO,0,19,0,0
51ab3c42c76da1a82800058c,23,F,M,Germany,Europe,1,False,True,2015-04-06 16:10:50+00:00,26,0.85,11,4621.0,88,3,1,0,1,1,null,❤️✌️,0,4,2,2
51ab97cf1b0ba00a1300003d,23,F,M,Germany,Europe,1,False,True,2015-04-06 14:47:30+00:00,26,0.92,7,14435.0,490,3,1,0,0,1,null,Du warst der Beste....❤️,0,24,1,3
51b49b21150ba00b7d0f67fe,21,F,M,Switzerland,Europe,1,False,True,2015-04-26 10:43:26+00:00,6,0.88,3,3075.0,106,1,1,0,0,1,null,Hi,0,2,2,2
51b4bdbc150ba0cb7db2bc41,24,F,M,Germany,Europe,1,False,True,2015-04-19 10:58:03+00:00,13,0.85,8,24814.0,500,0,1,0,0,1,null,instagram: alina_hochhold 💪 #fitness #bodybuildung #gym,0,55,1,3
51b4efeec56da12d53076221,19,F,M,Switzerland,Europe,0,False,False,2015-04-08 08:02:40+00:00,25,0.69,4,22468.0,1306,3,1,0,1,1,null,...........……,0,13,3,4
51bc59ecc66da12810bee857,23,F,M,Germany,Europe,1,False,True,2015-04-06 14:55:03+00:00,26,0.46,6,2597.0,53,1,1,0,0,1,null,:),0,2,2,2
51beeb07170ba0d0458fb9be,20,F,M,Switzerland,Europe,1,False,True,2015-04-12 20:12:10+00:00,20,0.81,7,9139.0,333,2,0,0,1,1,null,Insta: lana7629 Snapchat: laarbong,0,34,0,3
51bf47c8180ba02b2a422ac3,22,F,M,Switzerland,Europe,1,False,True,2015-04-26 06:49:13+00:00,7,0.9,4,6912.0,242,3,0,0,0,1,null,;),0,2,0,0
51c36089150ba0fe19d46477,20,F,M,Switzerland,Europe,1,False,True,2015-04-07 12:27:38+00:00,25,0.65,2,8482.0,234,1,1,0,0,1,null,🐠💨,0,2,0,0
51c38cdd170ba0ca7a5d7a01,20,F,none,Germany,Europe,1,False,True,2015-04-08 15:24:21+00:00,24,0.54,3,1693.0,43,2,1,0,0,1,null,One day baby we'll be old...think of all the stories that we could have told,0,76,2,2
51c5c7f21c0ba02f20155447,19,F,M,Switzerland,Europe,1,False,True,2015-04-25 22:46:13+00:00,7,0.85,5,4098.0,426,2,1,0,1,1,null,Sag niemals nie:-),0,18,0,3
51c840e7c56da1da76081afb,21,F,M,Switzerland,Europe,1,False,True,2015-04-06 15:31:04+00:00,26,0.65,7,16101.0,437,1,1,0,1,0,null,•🌺•,0,3,0,3
51c8c803c86da14e4e0ba2ce,23,F,M,Germany,Europe,1,False,True,2015-04-06 16:16:51+00:00,26,0.62,5,297.0,4,1,1,0,0,1,null,⚽🏄🎿->❤,0,6,2,2
51cb3216170ba0937405e60b,23,F,M,Germany,Europe,1,False,True,2015-04-06 14:57:12+00:00,26,0.27,3,14407.0,617,1,1,0,0,1,null,🙋🙋,0,2,1,3
51cb32cf160ba0ee6b746bb3,22,F,M,Switzerland,Europe,1,False,True,2015-04-06 14:56:50+00:00,26,0.81,3,10801.0,518,0,0,0,0,1,null,Ich bin neu @ LOVOO,0,19,1,3
51d02290140ba0d44d2f6161,20,F,M,Switzerland,Europe,1,False,True,2015-04-26 15:17:12+00:00,6,1.0,8,18269.0,735,3,1,0,1,1,⚽️❤️,⚽️❤️ insta/itsardnaxela,4,23,1,1
51d17c6b170ba019793064aa,20,F,M,Germany,Europe,1,False,True,2015-04-06 14:25:49+00:00,26,0.92,8,8194.0,233,2,1,0,0,1,null,Enjoy Injoy ! 💪❤👏                   FiBo 2015 💎,0,47,0,0
51d1ea931b0ba07569852f5d,19,F,M,Switzerland,Europe,3,False,True,2015-04-23 10:40:27+00:00,9,0.81,5,14676.0,1003,2,1,0,1,1,null,A day to remember- have faith in me,0,35,1,1
51d40d3a1b0ba00c7f774ce3,19,F,M,Germany,Europe,1,False,True,2015-04-06 14:23:16+00:00,26,0.23,3,6556.0,119,1,0,0,0,1,null,✌!,0,2,2,0
51d4116a170ba0236558b3b3,20,F,M,Germany,Europe,4,False,True,2015-04-07 20:03:44+00:00,25,1.0,6,3041.3933585313175,1235,3,1,0,1,1,Berlin die Stadt meines Herzen! SchweizerPanda on Instagram & YouTube!,🐼❤️🐼,70,4,3,4
51d5b7d5190ba0885894ca58,22,F,M,Switzerland,Europe,1,True,False,2015-04-26 18:50:53+00:00,6,0.85,3,10921.0,729,3,1,0,0,1,null,😄😃😀,0,3,1,1
51d68aec140ba0230fea2673,23,F,M,Germany,Europe,1,False,True,2015-04-06 15:55:11+00:00,26,0.46,4,3041.3933585313175,1046,1,1,0,1,1,null,ne,0,2,3,1
51d87d78160ba0462533f98f,21,F,M,Switzerland,Europe,1,False,True,2015-04-06 15:48:21+00:00,26,0.85,5,5362.0,93,1,1,0,0,1,null,Meow :3,0,7,2,2
51d97722c66da1cd3ab30658,20,F,M,Germany,Europe,1,False,True,2015-04-19 11:33:30+00:00,13,0.5,10,25724.0,862,1,0,0,0,1,null,Schön dich kennen zu lernen,0,27,1,1
51d9ef961c0ba07e4e37f0a6,21,F,M,Germany,Europe,1,False,True,2015-04-06 14:30:22+00:00,26,0.54,2,7951.0,277,1,1,0,0,1,null,🍸✌️,0,3,0,0
51dac73d140ba09b51cf5902,20,F,M,Germany,Europe,1,False,True,2015-04-06 14:23:52+00:00,26,0.19,5,6256.0,137,3,1,0,1,0,null,:),0,2,2,0
